runs_test_p_value,longest_run_ones_in_a_block_p_value,binary_matrix_rank_p_value,non_overlapping_template_matching_p_value,maurers_universal_p_value,serial_test_p_value_1,serial_test_p_value_2,approximate_entropy_p_value,cumulative_sums_p_value_1,cumulative_sums_p_value_2,random_excursions_p_value_1,random_excursions_p_value_2,random_excursions_p_value_3,random_excursions_p_value_4,random_excursions_p_value_5,random_excursions_p_value_6,random_excursions_p_value_7,random_excursions_p_value_8,random_excursions_variant_p_value_1,random_excursions_variant_p_value_2,random_excursions_variant_p_value_3,random_excursions_variant_p_value_4,random_excursions_variant_p_value_5,random_excursions_variant_p_value_6,random_excursions_variant_p_value_7,random_excursions_variant_p_value_8,random_excursions_variant_p_value_9,random_excursions_variant_p_value_10,random_excursions_variant_p_value_11,random_excursions_variant_p_value_12,random_excursions_variant_p_value_13,random_excursions_variant_p_value_14,random_excursions_variant_p_value_15,random_excursions_variant_p_value_16,random_excursions_variant_p_value_17,random_excursions_variant_p_value_18,byte_entropy_between_packets,bit_entropy_between_packets,byte_entropy,intra_packet_bit_entropy,ciphertext_length_bytes,ciphertext_length_mod_8,ciphertext_length_mod_16,ciphertext_length_mod_32,unique_byte_count,zero_byte_ratio,printable_byte_ratio,bit_one_ratio,bit_zero_ratio,unique_16byte_block_count,repeated_16byte_block_ratio,compression_ratio,label
0.029871,0.794876,0.249829,0.0,0.113502,0.587238,0.0,6.9617,0.563658,0.360436,0.941266,0.398451,0.27094,0.0,0.57407,0.161282,1.0,0.357471,0.188756,0.489675,0.392955,0.886252,0.920151,0.952235,0.646698,0.0,0.487785,0.37909,0.039068,0.032483,1.0,0.5576,0.679151,0.785195,0.828239,0.462126,7.7258,7.1858,7.3502,7.0627,384,0,0,0,119,0.002715,0.318659,0.47001,0.52999,21,0.125,1.021204,RSA
0.346269,0.705297,0.481555,0.341836,0.288172,0.162194,0.891466,7.9219,0.694392,0.709086,0.532547,0.512921,0.364635,0.029005,0.863408,0.526632,0.627564,0.634893,0.189375,0.87579,0.758094,0.706092,0.669466,0.439203,0.623704,0.053624,1.0,1.0,0.780023,0.838424,0.9841,0.573137,0.103302,0.726537,0.430833,0.426129,7.6092,8.0,7.9851,7.8412,464,0,0,16,214,0.002107,0.392547,0.503852,0.496148,29,0.0,0.975407,AES
0.485152,0.92731,0.431327,0.214156,0.551777,0.452247,0.866093,6.7982,0.604603,0.913413,0.603734,0.784916,0.129374,0.02105,0.546299,0.245079,0.295236,0.641074,0.398093,0.383386,0.519357,0.446906,0.294977,0.700538,0.002143,0.891577,0.115324,0.677913,0.653705,0.809424,0.608078,0.469812,0.433079,0.451302,0.639438,1.0,7.4293,7.1234,7.1139,7.5691,512,0,0,0,236,0.003629,0.330204,0.473054,0.526946,29,0.09375,0.983698,RSA
0.334841,0.847256,0.653787,1.0,0.160039,0.40554,0.063976,6.8599,0.428764,0.369217,0.31077,0.0,0.544934,0.386323,0.781906,0.661666,0.047125,0.610578,0.282373,0.985727,0.470236,0.313841,0.345841,0.0,0.900571,1.0,0.0,0.396908,0.443566,0.283889,0.881787,0.891655,0.399037,1.0,0.490814,0.400172,7.2672,7.021,7.5488,7.348,128,0,0,0,95,0.001277,0.363125,0.474127,0.525873,7,0.125,0.990063,RSA
0.395207,0.549054,0.0,0.170417,0.451618,0.778073,1.0,7.1707,0.412374,0.761321,0.264652,0.522414,0.973502,0.135219,0.0,0.168886,0.380442,0.066901,0.255237,0.698808,0.352751,0.149853,0.672815,0.545299,0.0,0.391157,0.64826,0.921987,1.0,0.307449,0.724914,0.550224,0.275463,1.0,0.210406,0.759166,7.2004,7.048,6.8519,6.9603,1306,2,10,26,256,0.001066,0.318236,0.501868,0.498132,76,0.061728,0.976944,DES
0.907312,1.0,0.870454,0.556077,0.196964,0.152145,0.770504,7.4531,0.516345,0.208966,0.48076,0.243537,0.738122,1.0,0.0,0.869186,0.663804,0.471474,0.483253,0.588319,0.567343,1.0,0.0,0.831299,0.018846,0.628521,0.188875,0.32699,0.304474,0.271895,0.409853,0.441273,0.416986,0.36464,0.348479,1.0,7.6544,7.3325,7.545,7.2543,952,0,8,24,240,0.005522,0.340607,0.501213,0.498787,51,0.135593,0.980469,3DES
0.135994,0.486576,0.618766,0.607349,0.44472,0.051931,0.0,7.1472,0.889717,0.712604,0.233017,0.871092,0.222611,0.265409,0.512549,0.257827,0.196749,0.0,0.319407,0.461511,0.220957,0.96501,0.763126,1.0,0.649106,0.077187,0.264259,0.355781,0.856014,0.739737,0.482513,0.478915,0.443862,0.177373,0.50365,0.706712,6.8197,6.5194,7.3154,7.2006,1904,0,0,16,256,0.005991,0.349408,0.477863,0.522137,103,0.134454,0.961093,DES
1.0,0.998719,1.0,0.713129,0.060192,0.696402,0.2054,7.6857,0.248825,0.624689,0.701747,0.368932,0.339511,0.55663,0.186702,0.226901,0.287864,0.21828,0.753797,0.269873,0.751168,0.654397,0.123855,0.709149,0.566367,0.282805,0.875522,0.486043,0.792358,0.536057,0.421771,0.166117,0.55406,0.229863,0.257886,0.39405,7.6729,7.7347,7.632,7.6465,1688,0,8,24,256,0.005221,0.29731,0.483447,0.516553,96,0.085714,1.010679,Blowfish
0.778419,0.675426,0.338939,0.9859,0.494207,0.346077,0.625176,7.0362,0.725859,0.0,0.025607,0.88389,0.512182,0.235421,0.0,0.081662,0.170938,0.0,0.889163,0.487612,0.789926,0.266659,0.209372,0.320184,1.0,0.350229,0.125168,0.413434,0.261065,0.408359,0.424504,0.623544,0.38833,0.398043,0.586717,0.294114,7.3002,7.3188,7.4439,6.8139,688,0,0,16,190,0.0,0.292214,0.505905,0.494095,41,0.046512,0.951734,DES
0.0,1.0,0.359305,0.572899,0.42288,0.649381,0.921547,7.6889,0.698166,0.0,0.359139,0.315438,0.977786,0.380961,1.0,0.229093,0.553647,0.913831,0.607705,0.732009,0.415084,0.320456,0.373307,0.0,0.79204,0.375783,1.0,0.449289,0.918943,0.570564,1.0,0.068709,0.55749,0.89901,0.647505,0.409613,7.1948,7.0231,7.3446,7.1839,128,0,0,0,122,0.001664,0.279162,0.498446,0.501554,6,0.25,0.992599,RSA
0.402595,0.238875,0.610405,0.033941,0.807544,0.595984,0.341613,7.51,0.0,0.818857,0.327118,0.734121,0.751361,0.034545,0.054051,0.261886,0.550228,0.824822,0.523792,0.425495,0.731541,0.529366,0.717096,0.667797,0.635437,0.384959,1.0,0.82486,0.769871,0.462528,1.0,0.441379,0.41012,0.194187,0.266538,0.16273,7.3671,7.472,7.1231,8.0,864,0,0,0,234,0.003605,0.371465,0.480244,0.519756,52,0.037037,1.005745,3DES
0.426356,0.409396,0.908249,0.71202,0.141253,0.140957,0.578691,7.1335,0.0,0.0,0.243632,0.426208,0.478497,0.047542,0.598297,0.24594,0.2009,0.1535,0.183826,0.627263,0.437513,0.489109,0.167503,0.492491,0.614578,0.047751,0.687603,0.801824,0.790225,0.671345,0.518261,0.091031,0.409326,0.170261,0.693681,0.518381,6.4231,6.9519,6.823,6.5202,1202,2,2,18,256,0.009696,0.401384,0.494747,0.505253,71,0.053333,0.966972,DES
0.791833,0.769264,0.829885,1.0,0.972903,0.298769,0.635664,7.2194,0.741226,0.374827,0.849482,0.392287,0.524615,0.186568,1.0,0.023058,0.689466,0.529632,0.17279,0.570918,0.341944,0.749466,0.79382,0.0,0.121515,0.12823,0.11029,0.560234,0.654345,0.741875,0.439895,0.0,0.766627,0.212986,0.611574,0.555738,6.8252,6.9911,6.8401,7.1653,1029,5,5,5,256,0.005431,0.394836,0.47774,0.52226,60,0.0625,0.969553,DES
0.060982,0.925435,0.515173,0.461199,0.315596,0.586797,0.360494,8.0,0.620128,0.300758,0.876647,0.055079,0.229907,0.0,0.585014,0.801195,0.529601,0.032982,0.341259,0.987388,0.447467,0.470489,0.0,0.787636,0.261758,0.740195,0.261237,0.519953,1.0,0.733727,0.982223,0.739032,0.120884,0.848036,0.165471,0.490863,8.0,8.0,7.9452,7.9988,192,0,0,0,140,0.003325,0.311604,0.510571,0.489429,12,0.0,0.968763,AES
0.377063,0.256992,0.122182,0.505252,0.84293,0.388079,0.192473,7.1301,0.613613,0.262436,0.54989,0.354501,0.583754,0.498075,0.82851,0.023766,0.531897,0.707594,0.514978,0.70185,0.250433,0.157308,1.0,0.0,0.325401,0.139316,0.617153,0.630376,0.553796,0.25701,0.0,0.0,0.359655,0.0,0.368639,1.0,7.3585,6.9863,7.2404,7.3995,512,0,0,0,154,0.015582,0.358918,0.537404,0.462596,31,0.03125,0.982005,RSA
0.564137,0.714082,1.0,0.891303,0.284573,0.215801,0.57243,8.0,0.764284,0.468169,0.85041,0.944338,0.965435,0.333396,0.709355,0.279706,0.398634,0.280349,0.534512,0.240997,0.793731,0.596919,0.383884,0.721359,0.982687,0.686346,0.454085,0.529036,0.57397,0.424616,0.172068,0.505375,0.91068,0.39319,0.117416,0.577805,8.0,7.5466,8.0,8.0,2304,0,0,0,256,0.010078,0.314908,0.491988,0.508012,129,0.104167,0.9783,ChaCha20
0.141917,0.850065,0.370307,0.839474,0.478073,0.628253,0.934669,8.0,0.295301,0.431709,0.43805,0.628559,0.875674,0.858275,0.346425,0.551895,0.698398,0.496331,0.828747,0.588993,1.0,0.557523,0.738516,0.588353,0.70232,0.480036,0.79647,0.709319,0.816038,0.581823,0.856204,0.697757,0.708772,1.0,0.469706,0.532288,8.0,7.5527,8.0,8.0,7258,2,10,26,256,0.003382,0.35928,0.50604,0.49396,386,0.147903,1.00836,ChaCha20
0.51588,0.131153,0.527101,0.503064,0.477901,0.286256,0.685766,7.535,0.783549,0.713475,0.461932,0.603458,1.0,0.706997,0.150229,0.599414,0.183756,0.451708,0.437798,0.351731,0.848129,0.491553,0.500131,0.319908,0.957285,0.197122,0.712288,0.525633,0.705711,0.480397,0.852222,0.548805,0.838134,0.830413,0.576118,0.219176,7.4179,7.3618,7.4495,7.4548,128,0,0,0,115,0.004486,0.336524,0.516191,0.483809,6,0.25,1.004418,Blowfish
0.457724,0.623088,0.480933,0.268021,0.483812,0.949235,0.496355,7.7977,0.493031,0.516341,0.657127,0.497088,0.575601,0.477271,0.689375,0.677815,0.652921,0.758282,0.575188,0.903237,0.716548,0.971959,0.580072,0.668031,0.429455,0.603907,0.804507,0.508626,0.973044,0.606418,0.995794,0.337799,0.530784,0.47591,0.852658,0.760526,7.9417,7.8506,7.9536,8.0,16256,0,0,0,256,0.009225,0.378346,0.527507,0.472493,955,0.060039,0.962194,ChaCha20
0.366902,0.566772,0.874702,0.0,0.663443,0.509945,0.338791,7.5089,1.0,0.040184,0.444031,0.98436,0.308584,0.697223,0.729015,0.698936,0.0,0.653773,0.373833,0.181909,0.0,0.795261,0.579883,0.638587,0.374795,0.0,0.578435,0.383566,0.792229,0.31769,0.20761,0.364775,0.101029,0.164317,0.042734,0.115096,7.9619,7.4151,7.8944,7.5066,1025,1,1,1,256,0.00624,0.361093,0.487734,0.512266,64,0.0,1.018723,Blowfish
0.942325,0.438169,0.307684,0.810317,0.458988,0.372196,0.380539,7.2858,0.244982,0.871473,0.070185,0.879525,0.0,0.180812,0.905745,0.644829,0.821932,0.986273,0.861541,0.014489,0.811074,0.658169,0.545473,1.0,0.702384,0.566252,0.310618,0.261109,0.531299,0.831108,0.603539,0.189727,0.702729,0.243964,0.758462,0.73879,7.3763,7.3483,7.179,7.6003,32,0,0,0,27,0.00816,0.333663,0.519822,0.480178,2,0.0,0.973625,3DES
0.434508,0.575865,0.555928,0.825497,0.112249,0.346053,0.067272,7.739,0.468625,0.355753,0.512433,0.287934,0.193391,0.974152,0.743104,0.444751,0.037567,0.435712,0.672275,0.550965,0.802743,0.868063,0.474636,0.359575,0.351682,0.375958,0.771365,0.372755,0.0,0.63949,0.47032,0.359843,0.0,0.851016,0.708905,0.158935,7.7164,7.4199,7.3535,7.1763,304,0,0,16,211,0.003671,0.286767,0.4758,0.5242,17,0.105263,1.00087,Blowfish
0.379493,0.233508,0.070519,0.681742,0.68064,0.145268,0.0,7.4836,0.868527,0.126518,0.278325,1.0,0.745402,0.335216,0.62087,0.64542,0.235763,0.0,0.249471,0.874276,0.723511,0.012463,0.816166,0.221496,0.535961,0.826538,0.325716,0.685006,0.0,0.0,0.0,0.0,0.0,0.387949,0.330388,0.542365,6.8755,7.2599,6.7185,6.8871,880,0,0,16,247,0.005307,0.293221,0.511067,0.488933,46,0.163636,0.991772,DES
0.443948,1.0,0.952556,0.453007,0.565041,0.585422,0.543409,7.2816,0.226635,0.427662,0.103151,0.621829,0.326159,0.156011,0.569597,0.927374,0.225142,0.73064,0.634299,0.056862,0.467342,0.412851,0.270869,0.71092,0.608175,0.056924,0.597483,0.478745,0.491962,0.298017,0.904416,0.063056,0.299085,0.575107,0.18535,0.14853,7.2244,7.6762,7.4285,7.2817,1512,0,8,8,256,0.006002,0.418015,0.504767,0.495233,82,0.12766,1.001402,3DES
0.747016,0.579253,0.50465,0.691104,0.537507,0.494589,0.0,7.8787,1.0,0.685474,0.109892,0.23415,0.126212,0.124393,0.358167,1.0,0.412738,0.485029,0.426964,0.178387,0.858898,0.426115,0.558594,0.353535,0.235976,0.441186,0.168442,1.0,0.385286,0.297558,0.327875,1.0,0.277645,0.297291,0.071153,0.33792,7.6899,7.6645,7.659,7.9065,168,0,8,8,164,0.010053,0.375818,0.473786,0.526214,8,0.2,1.014194,RC4
0.500737,0.984916,0.865593,0.574082,0.564756,0.174358,0.185533,7.7448,0.398881,0.923294,0.468597,0.628682,1.0,0.958934,0.572261,0.165861,0.38063,0.377203,0.382088,0.374034,0.302408,0.013643,0.670089,1.0,0.864864,0.190549,0.029373,0.731444,0.916878,0.713256,0.975576,0.588501,0.629925,0.546673,0.616588,0.718714,8.0,7.9509,7.9682,7.6297,119,7,7,23,84,0.002792,0.395412,0.501602,0.498398,7,0.0,0.991472,RC4
0.496401,0.042278,0.441086,0.357939,0.62062,0.41171,0.544203,7.0022,0.960874,0.770561,0.174153,0.606289,0.281005,0.163263,0.305234,0.442698,0.023249,0.853084,0.0,0.242619,0.78647,0.870394,0.984132,0.178293,0.438685,0.163757,0.878131,0.349159,0.320785,0.4226,0.924474,0.494052,0.0,0.294989,0.295326,0.996092,7.3811,7.0745,6.9049,7.3804,256,0,0,0,105,0.005675,0.413389,0.49983,0.50017,13,0.1875,0.999867,RSA
0.425749,0.40468,0.38873,0.292424,0.632574,0.886563,0.778004,7.2924,0.392432,0.300505,0.474174,0.615072,0.624294,0.835282,0.284959,0.900972,0.437993,0.332867,0.0,0.270409,0.682088,0.451609,0.289534,1.0,0.395621,0.068822,0.451178,0.788511,0.380865,0.248549,0.166082,0.542282,0.555511,0.146168,0.8461,0.782069,7.5295,7.4559,7.5936,6.9116,48,0,0,16,28,0.003565,0.280191,0.494034,0.505966,2,0.333333,0.948219,ECC
0.544141,0.320866,0.739407,0.571446,0.804019,0.296779,0.426597,7.6479,0.043062,0.902108,0.036171,0.214653,0.747968,0.774944,0.752379,0.668609,0.733798,0.534249,1.0,0.335832,0.323856,0.07321,0.628561,0.651852,0.17749,0.368302,0.633244,0.402693,0.442573,0.0,0.995246,0.64336,0.546001,0.74575,0.563205,0.948825,7.3377,7.7123,7.3506,8.0,229,5,5,5,67,0.006635,0.344616,0.493041,0.506959,13,0.071429,0.96674,RC4
0.313976,0.445945,0.425793,0.770611,0.144629,0.320244,0.768017,8.0,0.774937,0.569666,0.217418,0.857053,0.350654,0.966742,0.621835,0.581273,0.798559,0.418261,0.637687,0.898182,0.572557,0.73999,0.786574,0.883477,0.750197,0.264291,0.407614,0.714408,0.883819,0.845003,0.268697,0.643925,0.445269,0.394566,0.6052,0.73068,7.852,7.8892,7.4565,7.9199,2624,0,0,0,256,0.007196,0.32177,0.456265,0.543735,159,0.030488,1.019539,ChaCha20
0.89976,0.215332,0.865239,0.0,0.635376,0.950755,0.211607,7.9692,0.609029,0.852859,0.797555,0.859845,0.59597,0.133371,0.368633,0.537668,0.282954,0.0,0.456902,0.485411,0.434771,0.66067,0.912901,0.587903,0.93366,0.304282,0.739225,0.1872,0.834507,1.0,0.051978,0.189055,0.058487,0.451654,0.916955,0.793328,8.0,7.7474,8.0,7.9243,2843,3,11,27,256,0.003386,0.360838,0.485811,0.514189,175,0.011299,0.98731,AES
0.574717,0.205586,0.067898,0.229392,0.534688,0.022399,0.635855,7.4341,0.276795,0.53228,0.66011,0.304099,0.727169,0.277818,0.68213,0.951868,0.599836,0.105225,0.527501,0.525128,0.233024,0.109557,0.381696,0.76919,0.753545,0.871965,0.486096,1.0,0.237693,0.636652,0.425103,0.962335,0.509998,0.180054,0.574971,0.152181,7.1507,7.5823,7.3551,7.5653,64,0,0,0,61,0.002688,0.366279,0.506605,0.493395,3,0.25,0.982396,ECC
0.656326,0.0,0.798471,0.717651,0.625177,0.0,0.144861,7.1206,0.791454,0.598873,0.131997,0.077918,0.655551,0.186259,0.392384,0.421559,0.475479,0.797417,0.114533,0.185056,0.784387,0.36767,0.358396,0.288289,0.603863,0.475774,0.528443,0.309663,0.454535,0.501609,0.923143,0.0,0.297291,0.476778,0.578471,0.137835,7.2544,7.0456,7.2559,7.1587,32,0,0,0,13,0.006061,0.370852,0.47598,0.52402,2,0.0,1.007583,ECC
0.012781,0.445458,0.618483,0.554502,0.378603,1.0,0.738876,7.327,0.734978,0.444815,0.345122,0.377725,0.854756,0.332285,0.478608,0.806013,0.591233,0.572122,0.300407,1.0,0.745489,0.0,0.891255,0.114179,0.088389,0.290619,0.877357,0.418274,0.563186,0.0,0.822649,0.419829,0.113213,0.597446,0.646962,0.525507,7.7499,7.5801,7.8005,7.4269,496,0,0,16,229,0.007476,0.333345,0.537717,0.462283,27,0.129032,0.992307,3DES
0.912062,0.806419,0.642937,0.51033,0.858437,0.481147,0.279013,8.0,0.527518,1.0,0.376179,0.099204,0.433148,0.601049,0.55359,0.094491,0.645146,0.762135,0.600664,0.947112,0.666134,0.698635,0.929038,0.419616,0.421517,0.304911,0.627904,0.289052,0.876813,0.675285,0.38863,0.399836,1.0,0.551042,0.797188,0.386734,8.0,7.9077,7.9278,8.0,9664,0,0,0,256,0.000292,0.358471,0.479994,0.520006,600,0.006623,0.989689,ChaCha20
0.243758,0.443064,0.123113,0.368189,0.878513,0.425335,0.292861,7.116,0.0,0.886466,0.496141,0.63068,0.301791,1.0,0.287352,0.570097,0.103838,0.553388,0.404208,0.095019,0.115838,0.604843,0.0,0.013509,0.170265,0.0,0.294642,0.0,0.0,0.185213,0.590874,0.941496,0.373948,0.03875,0.734183,0.420482,7.377,7.4197,6.8379,6.823,679,7,7,7,207,0.003964,0.448879,0.508724,0.491276,37,0.119048,0.992696,DES
0.599474,0.774427,0.621602,0.435545,0.542097,0.317448,0.305245,8.0,0.651461,0.293814,0.31279,0.696882,0.374801,0.180183,0.165071,0.348187,0.0,0.350092,0.492606,0.809765,0.033144,0.516033,0.435445,0.58968,0.296925,0.330633,1.0,0.387302,0.112618,0.017351,0.185849,0.744815,0.009644,0.918355,0.791974,0.681274,7.7844,8.0,7.8395,7.6028,1685,5,5,21,256,0.003952,0.289346,0.488483,0.511517,89,0.152381,0.993719,AES
0.334386,0.0,0.862638,0.218298,0.56943,0.493235,0.492691,7.0925,0.691867,0.121366,0.717463,0.453076,0.412553,0.267169,0.38547,0.585331,0.024976,0.0,0.312073,0.62467,0.304306,0.838779,0.814728,0.848804,0.864733,0.484336,0.581423,0.181729,0.0,0.529725,0.153044,0.335625,0.0,0.687212,0.33544,0.21096,6.7628,6.845,6.8367,6.807,1104,0,0,16,256,0.001861,0.354129,0.514512,0.485488,64,0.072464,0.999153,DES
0.620336,0.630215,0.183201,0.538498,0.734655,0.755276,0.227791,7.8799,0.180952,0.621262,0.469348,1.0,0.700047,0.27814,0.691278,0.298361,0.794635,1.0,0.425025,0.672985,0.52127,0.248424,0.683497,0.444498,0.907806,0.767233,0.153938,0.553277,0.308603,0.348847,0.550493,0.958088,0.40614,0.560559,0.635758,0.6871,8.0,8.0,7.7068,8.0,11752,0,8,8,256,0.00326,0.375943,0.504155,0.495845,636,0.133515,0.9892,ChaCha20
0.552328,0.993347,0.57391,0.41987,0.770401,0.836668,0.482062,8.0,0.869134,0.0,0.168831,0.700127,0.367361,1.0,0.681015,0.574599,0.615441,0.505031,0.439528,0.630458,0.85073,0.213232,0.660196,0.487597,0.621522,0.412053,0.63596,0.331957,0.594927,0.534924,0.183686,0.704567,0.0,0.506079,0.227353,0.664252,7.8793,8.0,7.9115,7.9089,15552,0,0,0,256,0.00149,0.354957,0.495817,0.504183,881,0.093621,0.995029,ChaCha20
0.511014,0.830804,1.0,0.535485,0.194539,0.311912,0.517728,7.8315,0.038614,0.233442,0.407718,0.302645,0.512519,0.232555,0.0,0.480255,0.01983,1.0,0.486972,0.364069,0.36257,0.630377,0.326784,0.444382,0.19282,0.501979,0.036843,0.309833,0.080484,1.0,0.472771,0.411818,0.098905,0.84806,0.47959,0.573674,7.1173,6.9042,6.9314,7.1261,256,0,0,0,203,0.001195,0.416375,0.494021,0.505979,14,0.125,1.027258,RSA
0.126371,0.409919,0.654133,0.106413,0.0,0.642408,0.0,7.1854,0.820253,0.172079,0.178341,0.8262,0.428699,0.587798,1.0,0.354996,0.664582,0.945085,0.498846,0.289993,0.409966,0.811574,0.415081,0.613525,0.426513,0.397001,0.671419,0.401133,0.634018,0.51066,0.510099,0.558336,0.274128,0.225491,0.019378,0.509242,7.1358,7.1591,7.2698,7.5753,128,0,0,0,58,0.000155,0.254732,0.511082,0.488918,8,0.0,0.970451,RSA
0.232344,0.929463,0.980449,0.195859,0.578539,0.450011,0.276829,7.7226,0.493965,0.0,0.734646,0.648413,0.412437,0.533074,0.585216,0.843872,0.703504,0.961067,0.0,0.239779,0.192116,0.412389,0.537494,0.038629,0.15154,0.342018,0.456991,0.247329,0.972206,0.873699,0.211764,0.440182,0.34655,0.240142,0.0,0.13971,8.0,7.7456,8.0,7.9108,1757,5,13,29,256,0.001001,0.309479,0.507657,0.492343,100,0.082569,1.023201,AES
0.817353,0.422019,0.114541,0.790964,0.901464,0.456843,0.0,7.596,0.418864,0.740217,0.603734,1.0,1.0,0.575758,0.410855,0.276,0.139072,0.373472,0.655435,0.421933,0.773403,0.566068,0.685105,0.719251,0.309961,0.392148,0.549319,0.377849,0.0,0.894954,0.452517,0.021256,0.54923,0.321825,0.71014,0.092055,7.2151,7.4386,7.5124,7.5657,1535,7,15,31,256,0.005274,0.239113,0.47918,0.52082,93,0.021053,1.025515,Blowfish
0.653094,0.457622,0.581489,0.042675,0.909927,0.0,0.24661,7.507,0.853298,0.637936,0.362156,0.859209,0.311743,0.917355,0.767983,0.876152,1.0,0.507233,0.526772,0.140556,0.780318,0.685393,0.557182,0.360124,0.350128,0.802486,0.509241,0.154618,0.496951,0.811508,0.108789,0.69951,0.545084,0.188851,0.61317,0.79556,7.4824,7.6265,8.0,7.7546,66,2,2,2,33,0.004444,0.306426,0.5077,0.4923,4,0.0,0.986024,RC4
0.395083,0.661211,0.283105,0.870829,0.541784,0.344742,0.204291,8.0,0.651954,0.13692,0.0,0.760711,0.565668,0.958643,0.780797,0.90894,0.928226,0.764252,0.537639,0.923585,0.848639,0.958721,0.457616,0.778522,0.602765,0.286811,0.263809,0.566888,0.507451,0.320273,0.057279,0.381065,0.133802,0.397728,0.966431,0.498391,7.6454,7.5568,8.0,7.5966,69,5,5,5,20,0.002877,0.43622,0.495127,0.504873,3,0.25,0.98554,RC4
0.27913,0.649075,0.770066,0.091553,0.522615,0.431221,0.801361,6.9429,0.518135,0.800793,0.629538,0.457866,0.215115,1.0,0.272178,0.43824,0.114771,0.478506,0.541549,0.449294,0.486639,0.885128,0.314595,0.76551,0.647993,0.734021,0.203767,0.850748,0.559045,1.0,0.0,0.475257,0.003119,0.0,0.947978,0.094843,7.5002,7.2562,7.174,7.3352,512,0,0,0,163,0.006508,0.375717,0.526698,0.473302,32,0.0,0.983253,RSA
0.16029,0.694239,0.267582,0.615741,0.241591,0.298596,0.79502,7.697,0.102358,0.278029,0.548281,0.656275,0.258205,0.0,0.76813,0.328804,0.932564,0.221667,0.284957,0.178246,0.561402,0.59418,0.031917,0.401648,0.73077,1.0,0.544793,0.558141,0.162895,1.0,0.747533,0.438423,0.484634,0.0,0.179429,0.127761,7.5295,7.5664,7.4775,7.4807,2048,0,0,0,256,0.002213,0.329379,0.50803,0.49197,123,0.039062,0.991328,3DES
0.0,0.393632,0.326792,0.099074,0.622742,0.101892,0.536188,7.1596,0.933107,0.509457,0.652669,0.423907,0.0,0.673831,0.937404,0.36023,1.0,0.695636,1.0,0.342019,0.116905,0.417913,0.167604,0.463506,0.322676,0.452644,0.371185,0.088239,0.23059,0.80612,0.379679,0.0,0.0,0.296824,0.489216,0.02233,6.611,7.1746,7.8066,7.2493,1093,5,5,5,256,0.00062,0.328633,0.495666,0.504334,61,0.102941,0.985347,DES
0.288178,0.65792,0.66159,0.19537,0.122474,0.700005,0.852228,7.4573,0.865562,0.954769,0.026212,0.648373,0.907948,0.851409,0.942438,0.31785,0.711336,0.740647,0.314567,0.559112,0.087168,0.236859,0.601547,0.825939,0.499754,0.975572,0.961691,0.195322,0.468573,0.343931,0.755208,0.722627,0.253951,0.786467,0.090594,0.865133,6.7746,7.317,7.1901,7.5222,48,0,0,16,33,0.0,0.320643,0.523676,0.476324,2,0.333333,1.022625,ECC
0.324068,0.674982,0.588094,0.226057,0.444882,0.442946,0.686826,8.0,0.385469,0.390437,0.0,0.701594,0.518977,0.541303,0.713741,0.401388,0.260851,0.369387,0.446901,0.615291,0.368248,0.417771,0.151123,0.427724,0.025883,0.351769,0.711989,0.60142,0.503142,0.482631,0.820084,0.196471,0.682673,0.33506,0.633472,0.504373,7.7896,7.995,7.7649,7.6289,2896,0,0,16,256,0.003988,0.302747,0.53335,0.46665,163,0.099448,0.99764,AES
0.944538,0.166361,0.530623,0.0,0.810687,0.634274,0.927988,8.0,0.351991,0.772428,0.551289,0.698956,0.864691,0.639601,0.865011,0.452373,0.910216,0.751983,0.08191,0.176629,0.415119,0.194961,0.634119,0.309925,0.126682,0.309363,0.871422,0.316899,0.015215,0.510977,0.0,0.507735,0.662579,0.354223,0.450479,0.690445,7.8777,7.8615,7.7936,7.3043,463,7,15,15,220,0.00667,0.363078,0.504766,0.495234,28,0.0,0.977029,Blowfish
0.415397,0.286251,0.730842,0.604817,0.012969,0.341776,0.703928,7.5817,0.190919,0.736501,1.0,0.359461,0.695834,1.0,0.802586,0.339252,0.420306,0.512879,0.614678,0.631326,0.0,0.647109,0.765319,0.296666,0.76985,0.0,0.841709,0.625508,0.08533,0.320734,0.44515,0.480184,0.261878,0.374117,0.962286,0.231236,7.5648,7.4952,7.5579,7.2561,800,0,0,0,236,0.002478,0.330149,0.525929,0.474071,46,0.08,1.0134,3DES
0.440385,0.268778,1.0,0.818619,0.10967,0.907457,0.38113,7.957,0.631852,0.758824,0.696051,0.546931,0.797656,0.695802,0.697331,0.0,0.655061,0.725345,0.0,0.563284,0.401094,0.748173,0.516659,0.364582,0.85925,0.459821,0.703102,0.490704,0.78929,0.567634,0.598312,0.388219,0.466343,0.583501,0.851642,0.003811,7.4284,8.0,8.0,7.9269,1552,0,0,16,256,0.002676,0.323717,0.505024,0.494976,92,0.051546,1.005649,Blowfish
0.382367,0.2824,0.583922,0.627752,0.883474,0.397157,0.810217,7.54,0.265258,0.424761,1.0,0.304735,0.330196,0.414709,0.253854,1.0,0.403206,0.474773,1.0,0.62139,0.789758,0.595067,0.765033,0.659267,0.316533,0.0,0.174013,0.155165,0.226037,0.59701,0.398115,0.679062,0.529781,0.0,1.0,0.832369,7.3881,7.0504,7.7206,7.5982,65,1,1,1,22,0.0,0.37092,0.494463,0.505537,3,0.25,0.968313,ECC
